image,brand,body_style
"88,000+_Images_of_Cars_22811.jpg",HONDA,suv
"88,000+_Images_of_Cars_54987.jpg",FORD,suv
"88,000+_Images_of_Cars_72798.jpg",NISSAN,suv
"88,000+_Images_of_Cars_45134.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_81610.jpg",ALFAROMEO,sports_car
train_03084.jpg,MAZDA,sports_car
"88,000+_Images_of_Cars_72940.jpg",FORD,sports_car
"88,000+_Images_of_Cars_34915.jpg",LEXUS,suv
"88,000+_Images_of_Cars_73486.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_53756.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_4369.jpg",FIAT,family_car
"88,000+_Images_of_Cars_47723.jpg",LEXUS,sports_car
train_01693.jpg,HYUNDAI,family_car
"88,000+_Images_of_Cars_3406.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_11565.jpg",NISSAN,suv
"88,000+_Images_of_Cars_68918.jpg",FORD,family_car
"88,000+_Images_of_Cars_82319.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_77838.jpg",MAZDA,suv
test_03111.jpg,HYUNDAI,family_car
"88,000+_Images_of_Cars_59092.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_27558.jpg",SKODA,sedan
"88,000+_Images_of_Cars_49281.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_66262.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_41805.jpg",KIA,family_car
"88,000+_Images_of_Cars_21129.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_36455.jpg",KIA,sedan
"88,000+_Images_of_Cars_80081.jpg",NISSAN,suv
"88,000+_Images_of_Cars_32633.jpg",NISSAN,family_car
"88,000+_Images_of_Cars_74666.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_55870.jpg",NISSAN,family_car
"88,000+_Images_of_Cars_22420.jpg",FORD,suv
train_04264.jpg,CHEVROLET,family_car
"88,000+_Images_of_Cars_72217.jpg",VOLVO,sedan
"88,000+_Images_of_Cars_8962.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_23058.jpg",VOLVO,suv
"88,000+_Images_of_Cars_86396.jpg",PEUGEOT,family_car
"88,000+_Images_of_Cars_43974.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_6797.jpg",FORD,suv
"88,000+_Images_of_Cars_22346.jpg",FORD,sports_car
"88,000+_Images_of_Cars_12285.jpg",FIAT,sports_car
train_02173.jpg,KIA,sports_car
"88,000+_Images_of_Cars_77409.jpg",MAZDA,hatchback
test_05789.jpg,RENAULT,sports_car
"88,000+_Images_of_Cars_26120.jpg",KIA,sports_car
"88,000+_Images_of_Cars_66504.jpg",NISSAN,sports_car
test_05951.jpg,RENAULT,sports_car
"88,000+_Images_of_Cars_57901.jpg",FORD,suv
"88,000+_Images_of_Cars_69637.jpg",FORD,suv
train_00764.jpg,LEXUS,sports_car
"88,000+_Images_of_Cars_85853.jpg",PEUGEOT,family_car
"88,000+_Images_of_Cars_31448.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_26134.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_70372.jpg",PEUGEOT,family_car
"88,000+_Images_of_Cars_36327.jpg",HYUNDAI,family_car
"88,000+_Images_of_Cars_20545.jpg",LEXUS,sedan
"88,000+_Images_of_Cars_3823.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_48835.jpg",HYUNDAI,hatchback
"88,000+_Images_of_Cars_21883.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_10486.jpg",VOLVO,family_car
"88,000+_Images_of_Cars_24723.jpg",RENAULT,sports_car
train_03279.jpg,HYUNDAI,sports_car
"88,000+_Images_of_Cars_34530.jpg",HYUNDAI,sedan
"88,000+_Images_of_Cars_65019.jpg",HYUNDAI,suv
train_05608.jpg,ALFAROMEO,sports_car
"88,000+_Images_of_Cars_32141.jpg",HONDA,sedan
"88,000+_Images_of_Cars_80095.jpg",HYUNDAI,hatchback
"88,000+_Images_of_Cars_32627.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_55864.jpg",LEXUS,sedan
"88,000+_Images_of_Cars_13831.jpg",FORD,suv
"88,000+_Images_of_Cars_72203.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_34256.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_24045.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_62010.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_87922.jpg",HONDA,family_car
"88,000+_Images_of_Cars_33539.jpg",KIA,family_car
"88,000+_Images_of_Cars_76065.jpg",NISSAN,family_car
train_00016.jpg,KIA,sports_car
"88,000+_Images_of_Cars_69145.jpg",NISSAN,sports_car
train_07779.jpg,SKODA,family_car
"88,000+_Images_of_Cars_41811.jpg",HYUNDAI,sports_car
train_06467.jpg,RENAULT,sports_car
"88,000+_Images_of_Cars_29561.jpg",HONDA,family_car
"88,000+_Images_of_Cars_37987.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_25373.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_63326.jpg",VOLVO,suv
"88,000+_Images_of_Cars_64449.jpg",FORD,suv
"88,000+_Images_of_Cars_35160.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_45487.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_75544.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_33511.jpg",VOLVO,suv
"88,000+_Images_of_Cars_44941.jpg",VOLVO,sedan
"88,000+_Images_of_Cars_61531.jpg",CITROEN,family_car
"88,000+_Images_of_Cars_30018.jpg",VOLVO,suv
"88,000+_Images_of_Cars_39982.jpg",KIA,suv
"88,000+_Images_of_Cars_38444.jpg",NISSAN,family_car
"88,000+_Images_of_Cars_47290.jpg",FORD,suv
"88,000+_Images_of_Cars_82872.jpg",LEXUS,sedan
"88,000+_Images_of_Cars_21115.jpg",VOLVO,suv
"88,000+_Images_of_Cars_78060.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_31306.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_31460.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_21673.jpg",NISSAN,family_car
train_00980.jpg,FIAT,sports_car
"88,000+_Images_of_Cars_59910.jpg",KIA,family_car
"88,000+_Images_of_Cars_71044.jpg",FIAT,family_car
"88,000+_Images_of_Cars_37011.jpg",FORD,family_car
"88,000+_Images_of_Cars_66538.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_51394.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_27202.jpg",SKODA,family_car
"88,000+_Images_of_Cars_41187.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_35606.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_43790.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_6973.jpg",FIAT,sports_car
test_00815.jpg,RENAULT,sports_car
"88,000+_Images_of_Cars_63440.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_33263.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_75236.jpg",VOLVO,suv
"88,000+_Images_of_Cars_52689.jpg",HONDA,suv
"88,000+_Images_of_Cars_23070.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_72559.jpg",HONDA,family_car
"88,000+_Images_of_Cars_80917.jpg",SKODA,sports_car
"88,000+_Images_of_Cars_53597.jpg",HONDA,hatchback
"88,000+_Images_of_Cars_8792.jpg",FIAT,sports_car
test_00801.jpg,CITROEN,sports_car
"88,000+_Images_of_Cars_14804.jpg",FORD,suv
"88,000+_Images_of_Cars_74128.jpg",FORD,family_car
"88,000+_Images_of_Cars_77421.jpg",VOLVO,suv
"88,000+_Images_of_Cars_59904.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_39028.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_67632.jpg",LEXUS,suv
train_00994.jpg,FORD,sports_car
"88,000+_Images_of_Cars_37005.jpg",FIAT,family_car
train_07023.jpg,FORD,suv
test_05979.jpg,HYUNDAI,sports_car
"88,000+_Images_of_Cars_20579.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_38336.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_48809.jpg",FORD,family_car
"88,000+_Images_of_Cars_28125.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_27570.jpg",FORD,suv
"88,000+_Images_of_Cars_4816.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_76059.jpg",KIA,family_car
"88,000+_Images_of_Cars_39996.jpg",KIA,family_car
train_07745.jpg,NISSAN,sports_car
"88,000+_Images_of_Cars_69179.jpg",NISSAN,family_car
"88,000+_Images_of_Cars_71736.jpg",HYUNDAI,suv
"88,000+_Images_of_Cars_70428.jpg",HONDA,suv
"88,000+_Images_of_Cars_68267.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_82866.jpg",HONDA,suv
"88,000+_Images_of_Cars_57097.jpg",HYUNDAI,family_car
train_01334.jpg,RENAULT,sports_car
"88,000+_Images_of_Cars_77347.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_55858.jpg",HONDA,sports_car
"88,000+_Images_of_Cars_73121.jpg",MAZDA,suv
"88,000+_Images_of_Cars_45493.jpg",KIA,hatchback
"88,000+_Images_of_Cars_24079.jpg",NISSAN,suv
"88,000+_Images_of_Cars_9301.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_14151.jpg",HYUNDAI,family_car
test_00154.jpg,FORD,family_car
"88,000+_Images_of_Cars_32828.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_24092.jpg",NISSAN,suv
test_06525.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_23925.jpg",LEXUS,suv
"88,000+_Images_of_Cars_43009.jpg",FORD,suv
"88,000+_Images_of_Cars_28870.jpg",HYUNDAI,hatchback
"88,000+_Images_of_Cars_50713.jpg",HYUNDAI,sedan
"88,000+_Images_of_Cars_19475.jpg",KIA,suv
"88,000+_Images_of_Cars_37950.jpg",HONDA,sedan
"88,000+_Images_of_Cars_82655.jpg",CITROEN,sports_car
"88,000+_Images_of_Cars_56362.jpg",LEXUS,sedan
"88,000+_Images_of_Cars_79381.jpg",FORD,suv
"88,000+_Images_of_Cars_46171.jpg",LEXUS,family_car
"88,000+_Images_of_Cars_20592.jpg",KIA,suv
"88,000+_Images_of_Cars_49524.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_46617.jpg",FORD,suv
test_05992.jpg,VOLVO,sports_car
"88,000+_Images_of_Cars_58429.jpg",FORD,sports_car
test_02025.jpg,ALFAROMEO,sports_car
"88,000+_Images_of_Cars_19313.jpg",HYUNDAI,suv
"88,000+_Images_of_Cars_47509.jpg",FORD,suv
"88,000+_Images_of_Cars_15529.jpg",VOLVO,sports_car
"88,000+_Images_of_Cars_80724.jpg",NISSAN,suv
"88,000+_Images_of_Cars_42471.jpg",RENAULT,hatchback
"88,000+_Images_of_Cars_9467.jpg",KIA,suv
test_00632.jpg,FORD,family_car
"88,000+_Images_of_Cars_24938.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_6998.jpg",CHEVROLET,sports_car
test_07149.jpg,CHEVROLET,sports_car
"88,000+_Images_of_Cars_73860.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_52676.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_6740.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_5249.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_20586.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_85648.jpg",HONDA,sports_car
"88,000+_Images_of_Cars_18019.jpg",HYUNDAI,suv
"88,000+_Images_of_Cars_78935.jpg",FORD,family_car
"88,000+_Images_of_Cars_67815.jpg",FORD,suv
"88,000+_Images_of_Cars_82127.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_50061.jpg",KIA,suv
"88,000+_Images_of_Cars_16034.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_19307.jpg",HYUNDAI,suv
"88,000+_Images_of_Cars_50707.jpg",OPEL,sports_car
test_02757.jpg,KIA,family_car
"88,000+_Images_of_Cars_19461.jpg",HYUNDAI,suv
"88,000+_Images_of_Cars_71911.jpg",HONDA,sports_car
"88,000+_Images_of_Cars_37944.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_59045.jpg",LEXUS,sedan
test_03449.jpg,ALFAROMEO,sports_car
"88,000+_Images_of_Cars_34295.jpg",CHEVROLET,family_car
"88,000+_Images_of_Cars_9315.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_52110.jpg",FORD,family_car
test_00140.jpg,KIA,family_car
"88,000+_Images_of_Cars_74869.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_1749.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_42303.jpg",KIA,family_car
"88,000+_Images_of_Cars_25398.jpg",FORD,family_car
"88,000+_Images_of_Cars_80056.jpg",VOLVO,suv
test_06531.jpg,VOLVO,family_car
"88,000+_Images_of_Cars_1991.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_44772.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_4619.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_83577.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_3176.jpg",CITROEN,sports_car
"88,000+_Images_of_Cars_58373.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_82669.jpg",HYUNDAI,hatchback
"88,000+_Images_of_Cars_39941.jpg",VOLVO,suv
"88,000+_Images_of_Cars_85106.jpg",HONDA,family_car
"88,000+_Images_of_Cars_74841.jpg",FORD,suv
test_00168.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_55657.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_44982.jpg",CHEVROLET,family_car
"88,000+_Images_of_Cars_81360.jpg",CHEVROLET,suv
test_07607.jpg,FORD,suv
"88,000+_Images_of_Cars_43035.jpg",NISSAN,suv
"88,000+_Images_of_Cars_54549.jpg",MAZDA,suv
"88,000+_Images_of_Cars_36.jpg",HYUNDAI,family_car
train_05185.jpg,FORD,sports_car
"88,000+_Images_of_Cars_8023.jpg",FORD,family_car
"88,000+_Images_of_Cars_7476.jpg",CHEVROLET,suv
test_01510.jpg,HYUNDAI,sports_car
"88,000+_Images_of_Cars_15515.jpg",RENAULT,family_car
"88,000+_Images_of_Cars_62945.jpg",FORD,hatchback
"88,000+_Images_of_Cars_73690.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_43753.jpg",FORD,family_car
"88,000+_Images_of_Cars_55131.jpg",KIA,sports_car
"88,000+_Images_of_Cars_13164.jpg",NISSAN,family_car
"88,000+_Images_of_Cars_45322.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_18031.jpg",HYUNDAI,family_car
"88,000+_Images_of_Cars_71087.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_51357.jpg",CITROEN,sports_car
"88,000+_Images_of_Cars_5261.jpg",FORD,suv
test_03307.jpg,KIA,family_car
test_04468.jpg,FORD,family_car
"88,000+_Images_of_Cars_56438.jpg",HYUNDAI,suv
"88,000+_Images_of_Cars_69810.jpg",FORD,suv
"88,000+_Images_of_Cars_57726.jpg",FORD,sports_car
"88,000+_Images_of_Cars_3610.jpg",KIA,family_car
test_05776.jpg,RENAULT,sports_car
"88,000+_Images_of_Cars_48606.jpg",KIA,sports_car
"88,000+_Images_of_Cars_76930.jpg",FORD,suv
"88,000+_Images_of_Cars_71093.jpg",HONDA,sports_car
"88,000+_Images_of_Cars_18025.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_51343.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_85674.jpg",HONDA,family_car
"88,000+_Images_of_Cars_11767.jpg",HYUNDAI,sedan
test_05762.jpg,FORD,sports_car
"88,000+_Images_of_Cars_3604.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_58401.jpg",CHEVROLET,suv
train_01491.jpg,LEXUS,sports_car
"88,000+_Images_of_Cars_47521.jpg",KIA,family_car
train_00957.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_48612.jpg",FIAT,sports_car
test_01504.jpg,CHEVROLET,family_car
"88,000+_Images_of_Cars_88350.jpg",PEUGEOT,family_car
"88,000+_Images_of_Cars_8751.jpg",HONDA,sports_car
"88,000+_Images_of_Cars_52892.jpg",NISSAN,family_car
"88,000+_Images_of_Cars_43747.jpg",KIA,sedan
"88,000+_Images_of_Cars_42459.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_13170.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_55125.jpg",KIA,family_car
"88,000+_Images_of_Cars_81412.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_45336.jpg",LEXUS,sedan
"88,000+_Images_of_Cars_45450.jpg",FORD,family_car
"88,000+_Images_of_Cars_81374.jpg",MAZDA,suv
"88,000+_Images_of_Cars_55643.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_65958.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_22.jpg",CHEVROLET,sedan
"88,000+_Images_of_Cars_7304.jpg",VOLVO,family_car
test_01262.jpg,NISSAN,sports_car
"88,000+_Images_of_Cars_53232.jpg",CITROEN,sports_car
train_05191.jpg,CHEVROLET,sports_car
"88,000+_Images_of_Cars_48174.jpg",CHEVROLET,suv
test_05004.jpg,HYUNDAI,sports_car
"88,000+_Images_of_Cars_37978.jpg",KIA,suv
"88,000+_Images_of_Cars_40528.jpg",NISSAN,family_car
"88,000+_Images_of_Cars_39955.jpg",KIA,sedan
"88,000+_Images_of_Cars_5513.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_38493.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_66289.jpg",FORD,sports_car
"88,000+_Images_of_Cars_85112.jpg",HONDA,family_car
"88,000+_Images_of_Cars_1012.jpg",KIA,sports_car
"88,000+_Images_of_Cars_13171.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_35808.jpg",KIA,suv
train_03287.jpg,KIA,suv
train_02199.jpg,ALFAROMEO,sports_car
"88,000+_Images_of_Cars_24905.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_44029.jpg",FORD,sports_car
"88,000+_Images_of_Cars_7463.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_16009.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_76925.jpg",FORD,sports_car
"88,000+_Images_of_Cars_47520.jpg",CITROEN,sports_car
test_05763.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_11766.jpg",CHEVROLET,sedan
"88,000+_Images_of_Cars_67828.jpg",HYUNDAI,sports_car
test_03312.jpg,OPEL,sports_car
"88,000+_Images_of_Cars_18024.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_66288.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_51424.jpg",FORD,family_car
"88,000+_Images_of_Cars_60821.jpg",CHEVROLET,suv
train_07787.jpg,FIAT,suv
"88,000+_Images_of_Cars_26874.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_58366.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_77385.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_40529.jpg",NISSAN,family_car
"88,000+_Images_of_Cars_11000.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_3163.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_83562.jpg",KIA,family_car
"88,000+_Images_of_Cars_37979.jpg",CHEVROLET,suv
train_06499.jpg,FORD,suv
"88,000+_Images_of_Cars_47246.jpg",HYUNDAI,family_car
"88,000+_Images_of_Cars_8036.jpg",SKODA,sports_car
"88,000+_Images_of_Cars_15266.jpg",KIA,suv
"88,000+_Images_of_Cars_12509.jpg",HONDA,family_car
test_07612.jpg,HONDA,sports_car
"88,000+_Images_of_Cars_44997.jpg",NISSAN,sedan
"88,000+_Images_of_Cars_75592.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_9328.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_32801.jpg",KIA,sports_car
"88,000+_Images_of_Cars_53227.jpg",HYUNDAI,sports_car
test_01277.jpg,FORD,sports_car
test_06518.jpg,ALFAROMEO,sports_car
"88,000+_Images_of_Cars_37.jpg",HYUNDAI,suv
"88,000+_Images_of_Cars_74698.jpg",CITROEN,sports_car
"88,000+_Images_of_Cars_81361.jpg",CITROEN,sports_car
"88,000+_Images_of_Cars_55656.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_1760.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_45445.jpg",MAZDA,suv
"88,000+_Images_of_Cars_51430.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_5506.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_18756.jpg",PEUGEOT,family_car
"88,000+_Images_of_Cars_60835.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_41623.jpg",NISSAN,suv
"88,000+_Images_of_Cars_82668.jpg",FORD,suv
"88,000+_Images_of_Cars_77391.jpg",FORD,suv
"88,000+_Images_of_Cars_83576.jpg",VOLVO,sports_car
"88,000+_Images_of_Cars_57041.jpg",FORD,suv
"88,000+_Images_of_Cars_3177.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_48161.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_39798.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_19448.jpg",KIA,suv
"88,000+_Images_of_Cars_48607.jpg",VOLVO,family_car
train_00942.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_30964.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_50048.jpg",FORD,suv
"88,000+_Images_of_Cars_70398.jpg",RENAULT,suv
"88,000+_Images_of_Cars_47534.jpg",HONDA,sports_car
train_01484.jpg,RENAULT,sports_car
"88,000+_Images_of_Cars_83210.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_49519.jpg",NISSAN,sedan
test_03306.jpg,LEXUS,sedan
"88,000+_Images_of_Cars_45323.jpg",HONDA,family_car
"88,000+_Images_of_Cars_6769.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_81407.jpg",VOLVO,family_car
test_07160.jpg,OPEL,sports_car
"88,000+_Images_of_Cars_1006.jpg",HYUNDAI,sports_car
train_03293.jpg,FIAT,sports_car
"88,000+_Images_of_Cars_63482.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_80719.jpg",FORD,suv
"88,000+_Images_of_Cars_43752.jpg",KIA,family_car
"88,000+_Images_of_Cars_24911.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_73691.jpg",KIA,sports_car
"88,000+_Images_of_Cars_62944.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_84557.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_83238.jpg",FORD,suv
"88,000+_Images_of_Cars_10444.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_67814.jpg",CHEVROLET,suv
test_05987.jpg,CHEVROLET,sports_car
"88,000+_Images_of_Cars_46602.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_18018.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_85649.jpg",KIA,family_car
"88,000+_Images_of_Cars_6741.jpg",LEXUS,sedan
"88,000+_Images_of_Cars_42464.jpg",RENAULT,family_car
test_07148.jpg,FORD,family_car
train_05812.jpg,HYUNDAI,suv
"88,000+_Images_of_Cars_6999.jpg",FORD,suv
"88,000+_Images_of_Cars_54206.jpg",FIAT,family_car
"88,000+_Images_of_Cars_80731.jpg",HYUNDAI,sports_car
test_06256.jpg,FORD,family_car
"88,000+_Images_of_Cars_22390.jpg",FORD,sports_car
"88,000+_Images_of_Cars_87738.jpg",KIA,family_car
"88,000+_Images_of_Cars_44773.jpg",FORD,family_car
"88,000+_Images_of_Cars_80057.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_54560.jpg",HYUNDAI,hatchback
"88,000+_Images_of_Cars_25399.jpg",HONDA,hatchback
"88,000+_Images_of_Cars_1748.jpg",FORD,suv
"88,000+_Images_of_Cars_74868.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_6027.jpg",OPEL,family_car
test_00141.jpg,HYUNDAI,family_car
"88,000+_Images_of_Cars_14144.jpg",VOLVO,suv
"88,000+_Images_of_Cars_34294.jpg",NISSAN,suv
"88,000+_Images_of_Cars_51418.jpg",KIA,suv
"88,000+_Images_of_Cars_59044.jpg",HONDA,family_car
train_07963.jpg,CHEVROLET,sports_car
"88,000+_Images_of_Cars_40515.jpg",PEUGEOT,family_car
"88,000+_Images_of_Cars_19460.jpg",KIA,suv
"88,000+_Images_of_Cars_36483.jpg",NISSAN,family_car
"88,000+_Images_of_Cars_50706.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_28865.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_48149.jpg",NISSAN,sports_car
test_02756.jpg,VOLVO,sports_car
"88,000+_Images_of_Cars_37789.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_2255.jpg",HONDA,sedan
"88,000+_Images_of_Cars_79380.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_56363.jpg",CHEVROLET,sports_car
train_07977.jpg,NISSAN,family_car
"88,000+_Images_of_Cars_26684.jpg",FORD,suv
"88,000+_Images_of_Cars_71904.jpg",FORD,suv
test_02742.jpg,HONDA,sports_car
"88,000+_Images_of_Cars_1984.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_23924.jpg",LEXUS,sedan
"88,000+_Images_of_Cars_42316.jpg",OPEL,hatchback
"88,000+_Images_of_Cars_14150.jpg",HYUNDAI,suv
"88,000+_Images_of_Cars_6033.jpg",FORD,sports_car
"88,000+_Images_of_Cars_52105.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_32829.jpg",NISSAN,suv
"88,000+_Images_of_Cars_45479.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_9300.jpg",FORD,family_car
"88,000+_Images_of_Cars_14636.jpg",HONDA,sports_car
test_00633.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_35820.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_32197.jpg",CITROEN,family_car
"88,000+_Images_of_Cars_15528.jpg",HONDA,suv
"88,000+_Images_of_Cars_88379.jpg",PEUGEOT,family_car
"88,000+_Images_of_Cars_47508.jpg",CHEVROLET,family_car
"88,000+_Images_of_Cars_4142.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_16021.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_30958.jpg",SKODA,suv
"88,000+_Images_of_Cars_67800.jpg",KIA,sedan
"88,000+_Images_of_Cars_59736.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_41179.jpg",KIA,family_car
"88,000+_Images_of_Cars_78920.jpg",CITROEN,sports_car
test_05993.jpg,HYUNDAI,family_car
"88,000+_Images_of_Cars_28124.jpg",FORD,sports_car
"88,000+_Images_of_Cars_41192.jpg",VOLVO,sports_car
"88,000+_Images_of_Cars_38337.jpg",VOLVO,suv
"88,000+_Images_of_Cars_57928.jpg",LEXUS,suv
"88,000+_Images_of_Cars_37004.jpg",NISSAN,sedan
test_05978.jpg,MAZDA,sports_car
"88,000+_Images_of_Cars_39029.jpg",LEXUS,sedan
"88,000+_Images_of_Cars_59905.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_26109.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_63455.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_43785.jpg",CHEVROLET,sports_car
train_05635.jpg,MAZDA,sports_car
